date,event_id,title,score_band,state,flags
2026-02-19,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-02-19,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-02-19,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-02-19,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-02-19,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-19,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-19,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-19,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-19,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-02-19,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-19,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-19,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-19,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Stable,
2026-02-19,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-19,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-19,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Stable,
2026-02-19,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-19,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Consensus,
2026-02-19,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-19,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-19,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-02-19,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-19,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-19,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Strong,Stable,
2026-02-19,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-19,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-19,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-19,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-19,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-19,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-19,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-19,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-19,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-19,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-19,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-19,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-19,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-19,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-19,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-19,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-19,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-19,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-19,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-19,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-19,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-19,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-19,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-19,KXPERFORMROLE007-FELIX,Who will play Felix Leiter in the next James Bond?,Critical,Dormant,
2026-02-19,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-02-20,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-02-20,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-02-20,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-02-20,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-02-20,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-02-20,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-20,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-20,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-20,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-20,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-20,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-02-20,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-20,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-20,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Stable,
2026-02-20,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-20,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-20,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-02-20,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Stable,
2026-02-20,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-20,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-20,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-02-20,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-20,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-20,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-20,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-02-20,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-20,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-20,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-20,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-20,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-20,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-20,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-20,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-20,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-20,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-20,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-20,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-20,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-20,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-20,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-20,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-20,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-20,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-20,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-20,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-20,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-20,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-20,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-20,KXPERFORMROLE007-FELIX,Who will play Felix Leiter in the next James Bond?,Critical,Dormant,
2026-02-20,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-02-21,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-02-21,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Stable,
2026-02-21,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-02-21,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-02-21,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-02-21,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-21,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-21,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-21,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-21,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-21,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-02-21,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-21,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-21,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Stable,
2026-02-21,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-21,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-21,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-02-21,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Undervalued,
2026-02-21,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-21,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-21,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Scatter,
2026-02-21,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-21,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-21,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-21,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-02-21,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-21,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-21,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-21,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-21,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-21,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-21,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-21,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-21,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-21,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-21,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-21,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-21,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-21,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-21,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-21,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-21,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-21,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-21,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-21,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-21,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-21,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-21,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-02-21,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-21,KXPERFORMROLE007-FELIX,Who will play Felix Leiter in the next James Bond?,Critical,Dormant,
2026-02-24,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-02-24,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-02-24,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-02-24,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-02-24,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Neutral,Stable,
2026-02-24,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-24,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-24,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-24,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-24,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-24,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Strong,Stable,
2026-02-24,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-24,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-24,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Overheated,
2026-02-24,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-24,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Stable,
2026-02-24,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-24,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Solid,
2026-02-24,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-24,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-02-24,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-24,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-24,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-24,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-02-24,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-24,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-24,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-24,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-24,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-24,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-24,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-24,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-24,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-24,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-24,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-24,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-24,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-24,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-24,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-24,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-24,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-24,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-24,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-24,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-24,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-24,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-24,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-24,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-24,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-02-24,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-02-26,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-02-26,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-02-26,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Overheated,
2026-02-26,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-02-26,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-26,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-02-26,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-26,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-26,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-26,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-26,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-02-26,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-26,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Overheated,
2026-02-26,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-26,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Stable,
2026-02-26,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-26,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-26,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-02-26,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-02-26,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-26,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-26,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-26,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-26,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-26,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-02-26,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-26,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-26,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-26,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-26,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-26,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-26,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-26,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-26,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-26,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-26,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-26,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-26,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-26,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-26,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-26,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-26,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-26,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-26,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-26,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-26,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-26,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-26,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-26,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-02-26,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-02-27,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-02-27,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-02-27,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Overheated,
2026-02-27,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Weak,Chaos,
